author_id,temp_author,First Name,Middle Name,Last Name,Display Name,Email
860,Erin Jackson,,,,,
861,Emily Wasserman,,,,,
862,Katelyn Mullen,,,,,
863,Mike Richard,,,,,
864,Brad A. Johnson,,,,,
865,Jonathan Gold,,,,,
866,Katrina Woznicki,,,,,
867,Betty Hallock,,,,,
868,Jareen Iman,,,,,
869,Kate Parham,,,,,
870,Neal Turnage,,,,,
871,Caroline Michelman,,,,,
872,Amy McKeever,,,,,
873,Rachel Hart,,,,,
874,John Gravois,,,,,
875,Jay Jones,,,,,
876,Elise Craig,,,,,
877,Marjie Lambert,,,,,
878,Louis Sahagun,,,,,
879,Louis Sahagun,,,,,
880,Pam Grout,,,,,
881,Larry Bleiberg,,,,,
882,Larry Bleiberg,,,,,
883,Annie Fitzsimmons,,,,,
884,U-T Superdiners,,,,,
885,U-T Superdiners,,,,,
886,Chad Deal,,,,,
887,Annie Fitzsimmons,,,,,
888,Megan Pacella,,,,,
889,Karla Cripps,,,,,
890,David Robert Weible,,,,,
891,Andrew Evans,,,,,
892,Brad Cohen,,,,,
893,Jayne Clark,,,,,
894,Steve Johnson,,,,,
895,Annie Fitzsimmons,,,,,
896,Jennifer Steinhauer,,,,,
897,Jonathan Gold,,,,,
898,Cliff Kuang,,,,,
899,Moni Basu,,,,,
900,John Makely,,,,,
901,Annie Fitzsimmons,,,,,
902,Adam D’Arpino,,,,,
903,Pam Kragen,,,,,
904,Pam Kragen,,,,,
905,S. Irene Virbila,,,,,
906,Valentina Silva,,,,,
907,Tamara Hinson,,,,,
908,Jane Reynolds,,,,,
909,Freda Moon,,,,,
910,Eric Bangeman,,,,,
911,Joseph Erbentraut,,,,,
912,Katelyn Mullen,,,,,
913,Greg Melville,,,,,
914,Marla Cimini,,,,,
915,Candice Woo,,,,,
916,Libby Lowe,,,,,
917,Larry Olmsted,,,,,
918,Jonathan Gold,,,,,
919,Sharon Eberson,,,,,
920,Rebecca Flint Marx,,,,,
921,Suzanne MacNeille,,,,,
922,Andrea Shea,,,,,
923,Bonjwing Lee,,,,,
