kf_Location ID,Place ID,place_needs_review,place_reported_closed,place_no_url_title,multiple_location_unique_name,place parent id,place_tags,phone,email
5158,5158,,,,,,opera,(619) 533-7000,info@sdopera.com
5159,5159,,,,,,christian,619-588-0206,info@cctcyt.org
5160,5160,,,,,,theatre,(800) 944-5639,thefamily@dillstarproductions.com
5161,5161,,,,,,,619-3234-3525,info@mysterycafe.net
5162,5162,,,,,,,(760) 782-0404,soar@skysailing.com
5163,5163,,,,,,,619.435.3153,
5164,5164,,,,,,"sport rental, luxury rental, exotic car rental",,
5165,5165,,,,,,,619-297-7426,
5166,5166,,,,,,,800.854.6625,sail@harborsailboats.com
5168,5168,,,,,,,800-576-4229,
5169,5169,,,,,,,(619) 807-8000,info@aolani.cc
5170,5170,,,,,,,619-808-2822,info@adventureribrides.com
5171,5171,,,,,,,619-223-2034,info@sandiego-sportfishing.com
5172,5172,,,,,,,(619) 221-8500,
5173,5173,,,,,,,(858) 459-1114,info@lajollakayak.com
5174,5174,,,,,,,(858) 488-5599,allenskayaks@san.rr.com
5175,5175,,,,,,boat yard,619 222 9051,info@koehlerkraft.com
5176,5176,,,,,,"sailing, lessons",619-222-0351,info@ShelterIslandSailing.com
5177,5177,,,,,,golf,760.444.1800,info@thecrossingsatcarlsbad.com
5178,5178,,,,,,golf resort,858-672-9100,
5179,5179,,,,,,"golf, resort",800-447-6556,guestservices@lakesanmarcosresort.com
5180,5180,,,,,,golf resort,858.756.2471,contactus@morganrun.com
5181,5181,,,,,,,760-749-6794,pmswingdoc@aol.com
5182,5182,,,,,,golf,1-800-776-1289,mt.trejo@sdcea.net
5184,5184,,,,,,"golf, resort",760.728.5881,
5185,5185,,,,,,,619-239-6800,
5187,5187,,,,,,,(619) 435-0155,
5188,5188,,,,,,seafood,619-437-4474,aatkins@ldry.com
5189,5189,,,,,,holiday inn,858-278-9300,
5190,5190,,,,,,american,619-595-0123,frank@jimmyloves.com
5191,5191,,,,,,westin,(619) 239-2200,westingaslampquarter@starwoodhotels.com
5192,5192,,,,,,hennessey's,(619) 239-9994,hennesseyscorp@earthlink.com
5193,5193,,,,,,steak,(619) 232-0225,info@greystonesteakhouse.com
5194,5194,,,,,,,619-702-0444,res@georgesonfifth.com
2900,5196,,,,,,,619-232-7581,
5197,5197,,,,,,,619-702-6309,
5198,5198,,,,,,,619-814-5125,
47768,5200,,,,,,,619-236-1616,
5201,5201,,,,,,,619-702-8068,
5202,5202,,,,,,,619-231-4040,
5203,5203,,,,,,,619-235-8500,
5204,5204,,,,,,,(619) 237-4900,RHart@KingsSeafood.com
5205,5205,,,,,,,619-232-8844,
5206,5206,,,,,,,619-232-9840,mdaylo@thefield.com
5207,5207,,,,,,,619-696-8888,
5208,5208,,,,,,,619-239-5216,
5209,5209,,,,,,,619-238-0412,
5211,5211,,,,,,pub,(619) 238-2389,kyle@henryspub.com
5212,5212,,,,,,,(619) 702-8464,info@reidogado.net
5213,5213,,,,,,bbq,(619)231-9680,
5214,5214,,,,,,fine dining,619-238-0101,info@bandarrestaurant.com
5215,5215,,,,,,mediterranean,(619) 233-4323,jonasr@dussini.com
5216,5216,,,,,,italian,619-544-1865,info@salvatoresdowntown.com
5217,5217,,,,,,tuscany,(619) 595-7959,info@osteriapanevino.com
5218,5218,,,,,,tuscan,619-239-3400,info@trattorialastrada.com
5219,5219,,,,,,embassy suites,619-239-2400,
48021,5220,,,,,50615,,(619) 358-6740,info@sallyssandiego.com
5221,5221,,,,,,,(619) 239-1800,info@osetrawatergrill.com
5222,5222,,,,,,,619-501-6550,info@diningonfifth.com
5223,5223,,,,,,,(619) 232-1141,
5224,5224,,,,,,,(619) 223-1109,
5225,5225,,,,,,,619-291-8011,sdboathouse@aol.com
5226,5226,,,,,,,,
5227,5227,,,,,,,(619) 291-2900,Sheratonsandiego@sheraton.com
5228,5228,,,,,,,1-800-922-2336,
5229,5229,,,,,,,619-291-9110,
5230,5230,,,,,,,619-291-6700,
5231,5231,,,,,,,(800) 566-2524,hotel@resortkonakai.com
5232,5232,,,,,,,800-672-0800,
5233,5233,,,,,,,,info@whisknladle.com
5234,5234,,,,,,,858-459-0800,
5235,5235,,,,,,"views, patio",64 (0)6 755 0274,hutchjr@clear.net.nz
5236,5236,,,,,,"garden, character",64 (0)6 7578866,email@airliehouse.co.nz
5237,5237,,,,,,"luxury, small, garden",64 6 7586423,info@nicehotel.co.nz
5238,5238,,,,,,deep dish,(510) 655-6385,office@zacharys.com
5239,5239,,,,,,"luxury, dining, new",64 6 769 5301,stay@waterfront.co.nz
5240,5240,,,,,,,64 6 349 1110,info@museum.queenspark.org.nz
5241,5241,,,,,,"Edwardian, historic, pool",64 (0)6 343 6557,sue@arles.co.nz
5242,5242,,,,,,,64 6 347 7677,bookings@rutland-arms.co.nz
5243,5243,,,,,,,64-6-345 9009,info@siena.co.nz
5244,5244,,,,,,"budget, cheap",,tamaralodge@paradise.net.nz
5245,5245,,,,,,"luxury, boutique",64 4 802 8900,info@museumhotel.co.nz
5246,5246,,,,,,,64 (0)4 922 2800,res@heritagehotels.co.nz
5247,5247,,,,,,"contemporary, views, pool",64 4 472 9966,info@boltonhotel.co.nz
5248,5248,,,,,,very expensive,39-06-44702024,info@mecenatepalace.com
5249,5249,,,,,,expensive,39-06-48938000,"reservations.online@boscolo.com,"
5250,5250,,,,,,expensive,39-06-4823920,hotel.aberdeen@travel.it
5251,5251,,,,,,,858-270-JRDN,
5252,5252,,,,,,,(858) 454-9587,crabcatcher@aol.com
5253,5253,,,,,,,858-454-1315,
5254,5254,,,,,,,(858) 551-7500,info@tapenaderestaurant.com
5255,5255,,,,,,,(866) 644.2630,ShoresDining@TheShoresRestaurant.com
5256,5256,,,,,,,(800) 78-KINGS,reservations@kingsinnsandiego.com
5257,5257,,,,,,,(800) 362-7871,
5258,5258,,,,,,,1-800-77-ATLAS,
5259,5259,,,,,,,858-488-1780,info@canesbarandgrill.com
5260,5260,,,,,,,858-483-6550,moondoggies@moondoggies.com
5261,5261,,,,,,,(619) 298-2860,info@elfandangorestaurant.com
5262,5262,,,,,,,619-291-HOWL,
5361,5263,,,,,,,760-930-9100,info@weststeakandseafood.com
50718,5264,,,,,54970,"seafood, ocean view",858-792-0476,
5265,5265,,,,,,,800-542-7400,
5266,5266,,,,,,,619-594-0234,
5267,5267,,,,,,,619-276-1841,
5268,5268,,,,,,,619-543-8111,hcinfo@hazardcenter.com
5269,5269,,,,,,,(619) 688-9113,
5270,5270,,,,,,,(760) 804-9000,
5271,5271,,,,,,,800-245-1976,
5272,5272,,,,,,,858-309-5045,info@southsunproducts.com
5273,5273,,,,,,expensive,(0039) 06.4827319,info@hotelmedici.com
5274,5274,,,,,,expensive,39 0647825204,residenzacellini@tin.it
5275,5275,,,,,,,858-454-4222,info@ascotshop.com
5276,5276,,,,,,expensive,39.06.491096,info@accommodationinrome.com
5277,5277,,,,,,,619.235.0000,info@spaVel_a.com
5278,5278,,,,,,expensive,39 064454365,info@hoteldesartistes.com
5279,5279,,,,,,very expensive,(39)(06) 478 121,
5280,5280,,,,,,,(619) 231-4363,
5281,5281,,,,,,expensive,39.064881943000003,info@hotelalexandraroma.com
5282,5282,,,,,,,(619) 325-8338,contact@HolisticHands.org
5283,5283,,,,,,expensive,(0039) 06 4880789,info@hotel-la-residenza.com
5284,5284,,,,,,,858.456.8797,spa@gaiaspa.com
5285,5285,,,,,,,866-917-3529,info@bellatosca.com
5286,5286,,,,,,,800-422-1173,
5287,5287,,,,,,,877-743-6213,info@cherokeelodge.com
5288,5288,,,,,,expensive,39.06.772.801,info@hotelcapodafrica.com
5289,5289,,,,,,moderate price,39.06.68.80.24.51,info@hoteladriano.com
5290,5290,,,,,,,800-468-3531,fom@lafayettehotelsd.com
5291,5291,,,,,,moderate price,39.06.484.471,info@hotelducadalba.com
5292,5292,,,,,,inexpensive,39.06.6879454,info@hotelarenula.com
5293,5293,,,,,,inexpensive,39 06 7045 0615,info@lancelothotel.com
5294,5294,,,,,,,64-4-472 4297,victoriacourt.nz@xtra.co.nz
5295,5295,,,,,,expensive,39.06.68.21.09.80,info@residenzafarnese.it
5296,5296,,,,,,"Victorian, Thorndon",64 4 499 1212,neil@gardenshomestay.co.nz
5297,5297,,,,,,,(619) 435-4137,
5298,5298,,,,,,"heritage, Kelburn",64 4 472 4710,lambtonheights@paradise.net.nz
5299,5299,,,,,,moderate price,39.06.68805531,hotel.teatrodipompeo@tiscali.it
5300,5300,,,,,,"theme, boutique, low-key",64 (0)4 384 4511,mermaid@paradise.net.nz
5301,5301,,,,,,expensive,39.06 678 0441,
5302,5302,,,,,,"Victorian, Kelburn, tranquil",(64) 4 934 4859,rawhiti@paradise.net.nz
5303,5303,,,,,,"Victorian, tranquil",64 (04) 499 0503,thorndon.house@xtra.co.nz
5304,5304,,,,,,moderate price,39.06.6872979,info@albergosantachiara.com
5305,5305,,,,,,,64 4 3842714,Jane.T@xtra.co.nz
5306,5306,,,,,,"Edwardian, luxury",64 4 8024886,stay@mountvictoria.co.nz
5307,5307,,,,,,inexpensive,39 06 6864203,info@hotelnavona.com
5308,5308,,,,,,"upscale, luxury, antiques",64 4 384 4990,298@298.co.nz
5309,5309,,,,,,"views, peaceful, luxury",64 4 386 1504,leishas@xtra.co.nz
5310,5310,,,,,,,1-800-571-2933,pacificinn@gmail.com
5311,5311,,,,,,,64 (0)4 382 8907,info@chocolatetherapy.com
5312,5312,,,,,,,64 (0)4 381 6750,wellingtonzoo@wellingtonzoo.com
5313,5313,,,,,,very expensive,39.06.69925657,atspanishstep@tin.it
5315,5315,,,,,,expensive,39.06.328711,info@hotelart.it
5316,5316,,,,,,"plays, opera",64 4 802 4060,
5317,5317,,,,,,expensive,39 06 3610841,info@hotellocarno.com
5318,5318,,,,,,"plays, drama",64 (0)4 801 6946,theatre@downstage.co.nz
5319,5319,,,,,,expensive,39 06/69940896 -,info@hotelscalinata.com
5320,5320,,,,,,"drama, plays",64 (0)4 802 4175,book@bats.co.nz
5321,5321,,,,,,"souvenirs, shells",64 6 379 4222,rosie@pauaworld.com
5322,5322,,,,,,expensive,39 06 328041,info@hotelpiranesi.com
5323,5323,,,,,,gift basket,64 (0)6 378 7178,
5324,5324,,,,,,moderate price,39 06/68809504,fontborghese@mclink.it
5325,5325,,,,,,moderate price,39.06.6794661,info@hotelcondotti.com
5326,5326,,,,,,,760-729-5951,sharon-lass@pacbell.net
5327,5327,,,,,,,(619) 297-3291,rsvp@padretrailinn.com
5328,5328,,,,,,moderate price,39 06 36001915,info@hotelmozart.com
5329,5329,,,,,,moderate price,39 06 679 3061,info@hotelpiazzadispagna.it
5330,5330,,,,,,"art, gallery",information@natlib.govt.nz,64 4 474 3000
5331,5331,,,,,,moderate price,39.06 67.97.206/456,info@hoteltrinitadeimonti.com
5332,5332,,,,,,"birds, forest, animals",64 4 920 9200,kwst@sanctuary.org.nz
5333,5333,,,,,,inexpensive,39.06.69921000,hotelparlamento@libero.it
5334,5334,,,,,,local,64 (0)4 472 8904,
5335,5335,,,,,,"crafts, ceramics",64 (0)4 570 6500,thenewdowse@huttcity.govt.nz
5336,5336,,,,,,expensive,39.06.6865435,info@hotelcolumbus.net
5337,5337,,,,,,expensive,39 06324771,info@hotelmellini.com
5338,5338,,,,,,"famous, author",,
5339,5339,,,,,,expensive,39 06 68 403 960,reservations.paolovi@email.it
5340,5340,,,,,,moderate price,39 06-68892972,info@hoteldeiconsoli.com
5341,5341,,,,,,wine,64-6-306-9955,winery@martinborough-vineyard.co.nz
5342,5342,,,,,,moderate price,(+39) 06.32.42.000,info@hotelsa.it
5343,5343,,,,,,expensive,39 06 686310,info@hotelpontesisto.com
5344,5344,,,,,,inexpensive,(+39) 06.5817212,prenotazione@cisternahotel.it
5345,5345,,,,,,modern art,39.06 82059127,museo.bilotti@comune.roma.it
5346,5346,,,,,,"visitor services, tours",0039 06 4451843,info@enjoyrome.com
5347,5347,,,,,,gold and silver pieces,39.06/6871558,info@fmfranchi.com
5348,5348,,,,,,Roman,39.06.6861246,info@dapancrazio.it
5349,5349,,,,,,expensive,(39) 099.732.32.32,bookings@grandhoteldelfino.it
5350,5350,,,,,,,(858) 454-0133,lajolla6@san.rr.com
5351,5351,,,,,,,(858) 483-4222,
5352,5352,,,,,,close to beach,,
5353,5353,,,,,,,866-251-2764,
5354,5354,,,,,,,800-888-1991,
5355,5355,,,,,,,760-476-0800,
5356,5356,,,,,,,858-792-5557,sandl_Hampton@hilton.com
5357,5357,,,,,,,(760) 827-3200,
5358,5358,,,,,,,760-434-7020,CBIreservations@grandpacificresorts.com
5359,5359,,,,,,,1-800-451-4515,manager@delmarinn.com
5360,5360,,,,,,,858-755-6666,reservations@winnerscircleresort.com
5361,5361,,,,,,,760-448-4500,
5362,5362,,,,,,,760-729-7961,Res.SURF@dknhotels.com
5364,5364,,,,,,,619.223.5544,
5365,5365,,,,,,,(619) 224-3166,http://www.directinn.com/011857/
5366,5366,,,,,,,951.694.1000,TemeculaCreekInn@JCResorts.com
5367,5367,,,,,,,1-877-PEARL-SD,
5368,5368,,,,,,,619-222-0511,the9lodge@hotmail.com
5369,5369,,,,,,,619-222-7901,info@innatsunsetcliffs.com
5370,5370,,,,,,,619-881-6100,ksoto@hi-sw.com
5371,5371,,,,,,,(760) 765-2179,info@butterfieldbandb.com
5372,5372,,,,,,,619-297-9484,
5373,5373,,,,,,,619.285.1690,info@sdbb.us
5374,5374,,,,,,,1 800 422-9386,reservations@campland.com
5375,5375,,,,,,,619-422-0111,info@chulavistarv.com
5376,5376,,,,,,expensive,39-09 42 28 153,info@villaducale.com
5377,5377,,,,,,expensive,39 0942 620072,info@hotelvillataormina.com
5378,5378,,,,,,expensive,39 0942 23791,info@villabelvedere.it
5379,5379,,,,,,expensive,0039 0942 626058,info@villacarlotta.net
5380,5380,,,,,,expensive,39.0942-23921-2,hotelparadiso@tao.it
5381,5381,,,,,,inexpensive,0039 - 0942 24122,info@villafioritahotel.com
5382,5382,,,,,,inexpensive,39.0942.23481,schuler@tao.it
5383,5383,,,,,,expensive,39.0942.572111,info.capotaormina@atahotels.it
5384,5384,,,,,,expensive,39 0942 61 21 11,
5385,5385,,,,,,expensive,39 0957512409,hotelvilla@paradisoetna.it
5386,5386,,,,,,expensive,39 0931 464600,info@grandhotelsr.it
5387,5387,,,,,,expensive,39 0931 412121,info@villapoliti.com
5388,5388,,,,,,moderate price,39-931-24.858,htldomus@sistemia.it
5389,5389,,,,,,inexpensive,39 3383739050,artemide@bedandbreakfastsicily.com
5390,5390,,,,,,inexpensive,39.0931.464055,
5391,5391,,,,,,inexpensive,39 0931.465861,info@guthotel.it
5392,5392,,,,,,,907-441-7575,pinkie@onthebeachsandiego.com
5393,5393,,,,,,,248-535-4043,info@vacationbeachrental.com
5394,5394,,,,,,,858-488-4516,
5395,5395,,,,,,,1-800-339-7263,obihostel@aol.com
5396,5396,,,,,,,619-596-3141,santeelakes@padre.org
5397,5397,,,,,,,(858) 272-4051,sfp@americanassets.com
5398,5398,,,,,,,(619) 427-3601,info@sandiegokoa.com
5399,5399,,,,,,expensive,39.0922.511061,info@bagliodellaluna.com
5400,5400,,,,,,,619.222.2075,reservations@beachhousegetaway.com
5401,5401,,,,,,expensive,0039.0922.596288,villaathena@athenahotels.com
5402,5402,,,,,,very expensive,39.091.749.50.52,info@grandhotelfedericoii.it
5403,5403,,,,,,,(619) 224-4643,joseph@calvacationhomes.com
5404,5404,,,,,,expensive,39.091.6118523,info@principedivillafranca.it
5405,5405,,,,,,moderate price,39 091/7909001,booking-excelsior@amthotels.it
5406,5406,,,,,,moderate price,39.091.6211112,booking@sanpaolopalace.it
5407,5407,,,,,,moderate price,39.091.6212767,info@hotelvilladamato.it
5408,5408,,,,,,inexpensive,39 091.6111765,info@hoteljoli.com
5409,5409,,,,,,inexpensive,39.091.6161308,info@hotelsausele.it
5410,5410,,,,,,moderate price,39-0909811605,info@carasco.it
5411,5411,,,,,,expensive,39 0909812426,info@villameligunis.it
5412,5412,,,,,,expensive,39.090985215099998,eolian@eolianhotel.com
5413,5413,,,,,,,(619) 336-9200,lwivart@sundiegocharter.com
5414,5414,,,,,,,(619) 579-5300,info@goldfieldstage.com
5415,5415,,,,,,,(619) 525-1570,sales@sundancestage.com
5416,5416,,,,,,,(619) 232 5040,info@fivestartours.com
5417,5417,,,,,,"continental, wine cellar",39-095 7153540,info@osteriaitrebicchieri.it
5418,5418,,,,,,moderate price,39.092446184000003,info@hotelalceste.it
5419,5419,,,,,,Frascati producers,39.06/93022226-27-28,vendite@gottodoro.it
5420,5420,,,,,,Colli Piacentini wines,9-0523-870129,info@cantineromagnoli.it
5421,5421,,,,,,Gewurztraminer,39.0471.809500,
5422,5422,,,,,,"chardonnay, sparkling wines",39.0461.381711,cavit@cavit.it
5423,5423,,,,,,fruity vintage wines,39.0481.99164,info@marcofelluga.it
5424,5424,,,,,,"reds, sparkling whites",39 030984381,info@berlucchi.it
5425,5425,,,,,,red wines,39 0173 50185,info@renatoratti.com
5426,5426,,,,,,"table wines, dessert wines",(39) 0923719911,
5427,5427,,,,,,"vineyard, winery",64 6 306-9122,info@tekairanga.co.nz
5428,5428,,,,,,expensive,39 055 245247,info@regency-hotel.com
5429,5429,,,,,,expensive,39 0577 288180,info@certosadimaggiano.it
5430,5430,,,,,,expensive,(39) 041 520 7744,
5431,5431,,,,,,"regional, showcase, hub",64 6 306 9040,enquiries@martinboroughwinecentre.co.nz
5432,5432,,,,,,expensive,39 031.3481,
5433,5433,,,,,,expensive,39 081 8370788,info@quisisana.com
5434,5434,,,,,,"pool, jacuzzi, privacy",64 6 307 7581,reservations@wharekauhau.co.nz
5435,5435,,,,,,expensive,39 089 875.455,reservations@ilsanpietro.it
5436,5436,,,,,,"retreat, gardens, peaceful",64 6 304 8510,westwood.kemp@xtra.co.nz
5437,5437,,,,,,moderate price,39.041528531499999,info@venicelaresidenza.com
5438,5438,,,,,,"vineyard, tastings",64 3 572 9054,info@allanscott.com
5439,5439,,,,,,"vineyard, wine",64 (0)3 5779187,sowman@walnutblock.co.nz
5440,5440,,,,,,"wine, vineyard",64 3 572 9767,strawlodge@xtra.co.nz
5441,5441,,,,,,moderate price,39-011-5611909,reservations@hotelvictoria-torino.com
5442,5442,,,,,,"farm, garden, pool",64 3 577-8328,stay@stleonards.co.nz
5443,5443,,,,,,,64 3 573 6772,info@thegables.co.nz
5444,5444,,,,,,"budget, affordable",64 3 573 6598,Stay@TheVilla.co.nz
5445,5445,,,,,,"music festivals, ballet, opera",39 055 2779-350,tickets@maggiofiorentino.com
5446,5446,,,,,,,64 3 573 7002,info@theyachtclub.co.nz
5447,5447,,,,,,"summertime, classical performers",39.544 249211,info@ravennafestival.org
5448,5448,,,,,,"pool, olive grove",64 3 578 2235,stay@unopiu.co.nz
5449,5449,,,,,,,64 3 572 8088,info@rockferry.co.nz
5450,5450,,,,,,,64 (0)3 572 8770,info@herzog.co.nz
5451,5451,,,,,,"regional, Maori",64 3 548 9588,enquiries@museumnp.org.nz
5452,5452,,,,,,motorbikes,64 3 547 4573,
5453,5453,,,,,,"olive, grove, pool",64 3 528 6391,estuary@hauplains.co.nz
5454,5454,,,,,,"olives, oil",64 3 528 6391,
5455,5455,,,,,,"theatre, cafe, store",64 3 548 4699,info@thesuter.org.nz
5456,5456,,,,,,wine,64-3-548-0088,wine@casadelvino.co.nz
5457,5457,,,,,,"wine, vineyard",64 3 543 2288,
5458,5458,,,,,,"pottery, ceramics",64 3 548 8117,enquiry@nelsonpottery.co.nz
5459,5459,,,,,,"rings, necklaces",64 3 548 0640,info@jenshansen.com
5460,5460,,,,,,contemporary,,
5461,5461,,,,,,"jewelery, ceramics, paintings",64 03 540 3778,info@coolstoregallery.co.nz
5462,5462,,,,,,"paintings, prints, ceramics",64 (0)3 540 3940,themtwo@laughingfishstudio.co.nz
5463,5463,,,,,,"marine, educational, birds",64 3 548 6166,gail@natureland.co.nz
5464,5464,,,,,,,64 3 548 5029,
5465,5465,,,,,,"climbing, indoors",64 3 5457511,
5466,5466,,,,,,,(619) 258-7777,toni@sandiegotransport.com
5467,5467,,,,,,,(619) 523 0081,contact@profilelimousines.com
5468,5468,,,,,,,(619)702-7737,info@preslimo.com
5469,5469,,,,,,,888.299.5466,mailman@lacostalimo.com
5470,5470,,,,,,,858-530-0128,
5471,5471,,,,,,,619-886-5379,
5472,5472,,,,,,,619-806-9100,
5473,5473,,,,,,,619.281.0900,Info@LimoCharters.com
5474,5474,,,,,,,(619) 517-5283,scott@surerideinc.com
5475,5475,,,,,,outdoor opera,39.045.8005151,
5476,5476,,,,,,moderate price,39.055. 212645,
5477,5477,,,,,,inexpensive,39.055.489291,info@hotelcellai.it
5478,5478,,,,,,expensive,39.055.26.76.239,info@relaisuffizi.it
5479,5479,,,,,,moderate price,39 055 266271,info@albergocavour.it
5480,5480,,,,,,inexpensive,39 55 281886,residenzadeipucci@residenzadeipucci.com
5481,5481,,,,,,moderate price,39.055-2396338,info@hoteltorreguelfa.com
5482,5482,,,,,,very expensive,(39)(055) 27161,GrandFlorence@LuxuryCollection.com
5483,5483,,,,,,very expensive,39 055.27471,info@montebellosplendid.com
5484,5484,,,,,,expensive,39 055 2645181,info@jkplace.com
5485,5485,,,,,,moderate price,39 055 2302714,info@hotelannas.com
5486,5486,,,,,,moderate price,39 055 211509,info@hotelariele.it
5487,5487,,,,,,moderate price,39 055 489869,info@malaspinahotel.it
5488,5488,,,,,,moderate price,39 055 216.801,info@hotelmarios.com
5489,5489,,,,,,moderate price,39.055 212753,hotelvasari@box.it
5490,5490,,,,,,moderate price,39 055 21.42 42,info@villa-azalee.it
5491,5491,,,,,,inexpensive,39.055.281877,info@hotelannabella.it
5492,5492,,,,,,inexpensive,39-055-215694,smh@dada.it
5493,5493,,,,,,expensive,39.055.234.4747,welcome@hotelmorandi.it
5494,5494,,,,,,expensive,39.055.483427,hotel@ortodeimedici.it
5495,5495,,,,,,inexpensive,39.055.211.686,info@hotelcasci.com
5496,5496,,,,,,inexpensive,39 055 2396715,firenze@webhoteleuropa.com
5497,5497,,,,,,inexpensive,39 055 475519,info@piccolohotelfirenze.com
5498,5498,,,,,,inexpensive,39.055.245840,info@albergolosanna.com
5499,5499,,,,,,expensive,39.055.26236,phl@plazalucchesi.it
5500,5500,,,,,,moderate price,39.055.2340650,ritz@florenceitaly.net
5501,5501,,,,,,inexpensive,39 55 26 38 034,li.ga@locandadeciompi.it
5502,5502,,,,,,expensive,39 055 2336134,info@hotelvillacarlotta.it
5503,5503,,,,,,expensive,39 055 681631,info@villalavedettahotel.com
5504,5504,,,,,,"fabrics, embroidery",39.055.215961,info@casadeitessuti.com
5505,5505,,,,,,moderate prices,39 055 264410,g.martini@coveri.com
5506,5506,,,,,,mosaics,39.055 212587,
5507,5507,,,,,,mosaics,39 55 282127,sale@pittimosaici.it
5508,5508,,,,,,,480-333-1900,
5509,5509,,,,,,,(480) 488-5300,
5510,5510,,,,,,paper and stationery,39.055.212621,
5511,5511,,,,,,,480-596-7040,info@camelbackinn.com
5512,5512,,,,,,expensive,39 055 59163,info@bencista.com
5513,5513,,,,,,,(623) 935-3811,info@wigwamresort.com
5514,5514,,,,,,,480.940.1500,mhoeffken@troongolf.com
5515,5515,,,,,,chianti,39 055.85.46.61,prodotti@vignamaggio.com
5516,5516,,,,,,,(623) 877-1172,villadepaz@cox.net
5517,5517,,,,,,horseback riding,39.055.839 72 46,scalirenata@tele2.it
5518,5518,,,,,,,(480) 585-4334,
5519,5519,,,,,,,480-837-5100,
5520,5520,,,,,,,623-328-0400,alolmaugh@sundancegolfaz.com
5521,5521,,,,,,,480-948-6000,michael.ferguson@starfiregolf.com
5522,5522,,,,,,,480-778-0100,melmore@scottsdalesilveradogolfclub.com
5523,5523,,,,,,,480-502-8200,john.patzwald@suncorgolf.com
5524,5524,,,,,,,480-812-0900,
5525,5525,,,,,,,623.388.3000,
5526,5526,,,,,,,480-488-0398,
5527,5527,,,,,,,480-941-8200,info@thephoenician.com
5528,5528,,,,,,,(623)-935-2500,
5529,5529,,,,,,,480-832-0156 ext. 105,jwilson@scottsdalegolfgroup.com
5530,5530,,,,,,,480-917-6660,info@ocotillogolf.com
5531,5531,,,,,,,480-905-8999,jjones@mountainshadowsgolfclub.com
5532,5532,,,,,,,520-876-5335,cmcclain@missionroyalegolfclub.com
5533,5533,,,,,,,(480) 998-3823,aschrader@mccormickranchgolf.net
5534,5534,,,,,,adventure,64 3 528 4091,tandem@skydive.co.nz
5535,5535,,,,,,,928-684-2704,blhoward25@cox.net
5536,5536,,,,,,,(480) 807-5400,brettm@longbowgolf.com
5537,5537,,,,,,"apartment, views",64 3 5487621,stay@tepunawai.co.nz
5538,5538,,,,,,moderate price,39 055 853763,info@albergodelchianti.it
5539,5539,,,,,,"serviced, luxury",64 3 545 8200,consulate@consulateapartments.co.nz
5540,5540,,,,,,"Victorian, garden, river",64 (03) 545-6514,baywicks@iconz.co.nz
5541,5541,,,,,,expensive,(39) 0577 74481,info@coltibuono.com
5542,5542,,,,,,,64 3 548 7369,inquiries@cathedralinn.co.nz
5543,5543,,,,,,,(480) 219-0830,andy@lonetreegolf18.com
5544,5544,,,,,,"budget, affordable, cheap",64 (0)3 545 7421,thegreenmonkey@xtra.co.nz
5545,5545,,,,,,,480-987-1910,vhanes@linksqueencreekgolfclub.com
5546,5546,,,,,,"pool, gardens, cheap",64 (0)3 548 3466,stay@nelsonbackpacker.co.nz
5547,5547,,,,,,"Victorian, views",64 (0)3 545-8209,StayInNelson@GrampianVilla.co.nz
5548,5548,,,,,,,64 (0)3 545 1411,
5549,5549,,,,,,moderate price,0039 (0) 577 749 483,info@spaltenna.it
5550,5550,,,,,,,(800) 354.5892,
5551,5551,,,,,,moderate price,39.0577 740484,info@hotelsalivolpi.com
5552,5552,,,,,,,520-381-8118,talai@franciscogrande.com
5553,5553,,,,,,moderate price,39577738312,podereterreno@chiantinet.it
5554,5554,,,,,,,480.844.1100,info@thedukegolf.com
5555,5555,,,,,,,480-832-0210,
5556,5556,,,,,,moderate price,39.055.7874647,info@villamiranda.it
5557,5557,,,,,,,(480) 837-1173,os@desertcanyongolf.com
5558,5558,,,,,,,1-866-397-6520,
5559,5559,,,,,,36 hole,,
5560,5560,,,,,,,(480) 921-8070,
5561,5561,,,,,,"spa, hot springs",39.0572.7781,info@termemontecatini.it
5562,5562,,,,,,expensive,39.0572.9240,info@grandhotellapace.it
5563,5563,,,,,,expensive,39.0572.79271,vittoria@hotelvittoria.it
5564,5564,,,,,,moderate price,39.0572.70175,info@hotelmanzoni.info
5565,5565,,,,,,moderate price,39.077595004000003,info@hotelida.it
5566,5566,,,,,,wine shop,39.0583.491902,info@enotecavanni.com
5567,5567,,,,,,expensive,39 0583/370037,info@hotelprincipessa.com
5568,5568,,,,,,tours,39.050.560547,
5569,5569,,,,,,moderate price,39.050.29000,info@hotelamalfitanapisa.it
5570,5570,,,,,,moderate price,(+39) 050-579946,info@hotelleonardopisa.it
5571,5571,,,,,,,623-584-4000,jrmckinnie@arizonatraditionsgolfclub.com
5572,5572,,,,,,"golf, resort",480.832.3202,info@azgolfresort.com
5573,5573,,,,,,"spa, golf",602-955-6600,
5574,5574,,,,,,expensive,39.050.830361,
5575,5575,,,,,,moderate price,(+39) 050.940.111,mail@royalvictoria.it
5576,5576,,,,,,,(888) 426-6644,info@indianspringsranch.com
5577,5577,,,,,,moderate price,0039 0577 940375,info@hotelbelsoggiorno.com
5578,5578,,,,,,moderate price,39.0577 941294,
5579,5579,,,,,,"spa, hotel",(623) 937-3700,joy.rosek@JQH.com
5580,5580,,,,,,expensive,39.0577.943201,collegiata@relaischateaux.com
